10,0.009533507749438286,-0.02679547667503357,0.025956692174077034
20,0.017911158502101898,-0.035305388271808624,0.03357218950986862
30,0.02238927036523819,-0.058890003710985184,0.05110237002372742
40,0.03608851507306099,-0.06578155606985092,0.059749357402324677
50,0.03979980945587158,-0.07393227517604828,0.06071687862277031
60,0.04151788353919983,-0.08143048733472824,0.06518919765949249
70,0.04704990237951279,-0.07644841820001602,0.06354626268148422
80,0.047688424587249756,-0.08496447652578354,0.06644309312105179
90,0.05101489648222923,-0.08757682144641876,0.06608915328979492
100,0.05531442537903786,-0.09046198427677155,0.06332433223724365
