10,0.02857331931591034,0.02441074512898922,0.04866168275475502,0.0196453295648098
20,0.029320236295461655,0.023633630946278572,0.05684266239404678,0.01892704702913761
30,0.03078911267220974,0.02382686361670494,0.07327183336019516,0.01999645121395588
40,0.03207259625196457,0.02534124255180359,0.08309319615364075,0.02088422328233719
50,0.03374012932181358,0.027282623574137688,0.09115064144134521,0.023031670600175858
60,0.03398161754012108,0.02808910794556141,0.09415508061647415,0.02371593937277794
70,0.03367116302251816,0.02834516204893589,0.1002829447388649,0.02380901202559471
80,0.03371758013963699,0.02888655662536621,0.0990707203745842,0.024206191301345825
90,0.03342961519956589,0.028463898226618767,0.10172221064567566,0.024477066472172737
100,0.03402623161673546,0.029495710507035255,0.10486358404159546,0.025242602452635765
