10,3.0386550426483154,0.5234476923942566,1.5863795280456543,0.731684684753418
20,3.145047664642334,0.5142779350280762,1.5841219425201416,0.7231117486953735
30,3.2998392581939697,0.49485909938812256,1.5791758298873901,0.7179226875305176
40,3.428656578063965,0.4697568118572235,1.62660813331604,0.7192635536193848
50,3.721027374267578,0.4717288017272949,1.6363319158554077,0.7123575210571289
60,3.925302028656006,0.4715868830680847,1.6462757587432861,0.7067691087722778
70,4.217963695526123,0.466141015291214,1.649686336517334,0.7000793218612671
80,4.476356506347656,0.44620877504348755,1.6224703788757324,0.7029180526733398
90,4.531744480133057,0.4341084659099579,1.661588191986084,0.6934590339660645
100,4.640808582305908,0.43200886249542236,1.6847063302993774,0.6897531747817993
